🕘️更新时间,#genre#
宁夏卫视,http://221.199.193.3:9901/tsfile/live/0112_1.m3u8$订阅源
宁夏卫视,http://183.66.15.146:60901/tsfile/live/0112_1.m3u8$订阅源
宁夏卫视,http://163.177.122.75:9901/tsfile/live/1063_1.m3u8$订阅源
宁夏卫视,http://144.52.160.109:9901/tsfile/live/1044_1.m3u8$订阅源
宁夏卫视,http://59.48.75.130:3052/tsfile/live/0115_1.m3u8$订阅源
宁夏卫视,http://118.122.189.74:9901/tsfile/live/0112_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
宁夏卫视,http://118.122.189.74:9901/tsfile/live/0112_1.m3u8$订阅源
宁夏卫视,http://61.136.67.238:50085/tsfile/live/0112_1.m3u8$订阅源
宁夏卫视,http://61.136.67.238:50085/tsfile/live/0112_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
宁夏卫视,http://101.65.33.225:9901/tsfile/live/0112_2.m3u8$订阅源
青海卫视,http://61.243.161.199:9901/tsfile/live/1060_1.m3u8$订阅源
青海卫视,http://101.19.84.8:9901/tsfile/live/0140_2.m3u8$订阅源
青海卫视,http://113.15.185.150:8181/tsfile/live/0140_1.m3u8$订阅源
青海卫视,http://221.199.193.3:9901/tsfile/live/0140_1.m3u8$订阅源
青海卫视,http://183.66.15.146:60901/tsfile/live/0140_1.m3u8$订阅源
青海卫视,http://163.177.122.75:9901/tsfile/live/1061_1.m3u8$订阅源
青海卫视,http://144.52.160.109:9901/tsfile/live/1045_1.m3u8$订阅源
青海卫视,http://113.15.184.196:8181/tsfile/live/0140_1.m3u8$订阅源
青海卫视,http://59.48.75.130:3052/tsfile/live/0113_1.m3u8$订阅源
青海卫视,http://119.62.80.45:9901/tsfile/live/0140_1.m3u8$订阅源
青海卫视,http://123.163.114.115:9901/tsfile/live/0140_1.m3u8$订阅源
青海卫视,http://118.122.189.74:9901/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
青海卫视,http://118.122.189.74:9901/tsfile/live/0140_1.m3u8$订阅源
青海卫视,http://101.65.33.225:9901/tsfile/live/0140_1.m3u8$订阅源
青海卫视,http://112.234.21.109:9901/tsfile/live/0140_1.m3u8$订阅源
山东卫视,http://116.1.184.67:8181/tsfile/live/0131_1.m3u8$订阅源
山东卫视,http://101.19.84.8:9901/tsfile/live/0135_1.m3u8$订阅源
山东卫视,http://1.199.235.116:9901/tsfile/live/0131_1.m3u8$订阅源
山东卫视,http://113.15.185.150:8181/tsfile/live/0131_1.m3u8$订阅源
山东卫视,http://171.117.241.88:9901/tsfile/live/0131_1.m3u8$订阅源
山东卫视,http://219.145.93.74:9999/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
山东卫视,http://219.145.93.74:9999/tsfile/live/1010_1.m3u8$订阅源
山东卫视,http://221.199.193.3:9901/tsfile/live/0131_1.m3u8$订阅源
山东卫视,http://183.66.15.146:60901/tsfile/live/0131_1.m3u8$订阅源
山东卫视,http://144.52.160.109:9901/tsfile/live/1017_1.m3u8$订阅源
山东卫视,http://60.187.244.54:9901/tsfile/live/0131_1.m3u8$订阅源
山东卫视,http://113.15.184.196:8181/tsfile/live/0131_1.m3u8$订阅源
山东卫视,http://59.48.75.130:3052/tsfile/live/0119_1.m3u8$订阅源
山东卫视,http://119.62.80.45:9901/tsfile/live/0142_1.m3u8$订阅源
山东卫视,http://123.163.114.115:9901/tsfile/live/0131_1.m3u8$订阅源
山西卫视,http://61.243.161.199:9901/tsfile/live/1044_1.m3u8$订阅源
山西卫视,http://116.1.184.67:8181/tsfile/live/0118_1.m3u8$订阅源
山西卫视,http://171.117.241.88:9901/tsfile/live/0118_1.m3u8$订阅源
山西卫视,http://219.145.93.74:9999/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
山西卫视,http://219.145.93.74:9999/tsfile/live/0120_1.m3u8$订阅源
山西卫视,http://221.199.193.3:9901/tsfile/live/0118_1.m3u8$订阅源
山西卫视,http://144.52.160.109:9901/tsfile/live/1046_1.m3u8$订阅源
山西卫视,http://59.48.75.130:3052/tsfile/live/1002_1.m3u8$订阅源
山西卫视,http://59.48.75.130:3052/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
山西卫视,http://119.62.80.45:9901/tsfile/live/0116_1.m3u8$订阅源
山西卫视,http://123.163.114.115:9901/tsfile/live/0118_1.m3u8$订阅源
山西卫视,http://118.122.189.74:9901/tsfile/live/0118_1.m3u8$订阅源
山西卫视,http://118.122.189.74:9901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
山西卫视,http://61.156.228.12:8154/tsfile/live/0118_1.m3u8$订阅源
山西卫视,http://1.30.24.181:9901/tsfile/live/0118_1.m3u8$订阅源
陕西卫视,http://z.b.bkpcp.top/m.php?id=sxws$订阅源
陕西卫视,http://61.243.161.199:9901/tsfile/live/1057_1.m3u8$订阅源
陕西卫视,http://116.1.184.67:8181/tsfile/live/0136_1.m3u8$订阅源
陕西卫视,http://1.199.235.116:9901/tsfile/live/0136_1.m3u8$订阅源
陕西卫视,http://113.15.185.150:8181/tsfile/live/0136_1.m3u8$订阅源
陕西卫视,http://219.145.93.74:9999/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
陕西卫视,http://219.145.93.74:9999/tsfile/live/0136_1.m3u8$订阅源
陕西卫视,http://221.199.193.3:9901/tsfile/live/0136_1.m3u8$订阅源
陕西卫视,http://144.52.160.109:9901/tsfile/live/1047_1.m3u8$订阅源
陕西卫视,http://113.15.184.196:8181/tsfile/live/0136_1.m3u8$订阅源
陕西卫视,http://59.48.75.130:3052/tsfile/live/0135_1.m3u8$订阅源
陕西卫视,http://59.48.75.130:3052/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
陕西卫视,http://61.156.228.12:8154/tsfile/live/0136_1.m3u8$订阅源
陕西卫视,http://61.136.67.238:50085/tsfile/live/0136_1.m3u8$订阅源
陕西卫视,http://61.136.67.238:50085/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
四川卫视,http://101.19.84.8:9901/tsfile/live/0119_1.m3u8$订阅源
四川卫视,http://1.199.235.116:9901/tsfile/live/0123_1.m3u8$订阅源
四川卫视,http://113.57.111.4:1111/tsfile/live/1032_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
四川卫视,http://113.57.111.4:1111/tsfile/live/1032_1.m3u8$订阅源
四川卫视,http://113.15.185.150:8181/tsfile/live/0123_1.m3u8$订阅源
四川卫视,http://221.199.193.3:9901/tsfile/live/0123_1.m3u8$订阅源
四川卫视,http://163.177.122.75:9901/tsfile/live/1045_1.m3u8$订阅源
四川卫视,http://144.52.160.109:9901/tsfile/live/1043_1.m3u8$订阅源
四川卫视,http://60.187.244.54:9901/tsfile/live/0123_1.m3u8$订阅源
四川卫视,http://113.15.184.196:8181/tsfile/live/0123_1.m3u8$订阅源
四川卫视,http://59.48.75.130:3052/tsfile/live/0128_1.m3u8$订阅源
四川卫视,http://59.48.75.130:3052/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
四川卫视,http://119.62.80.45:9901/tsfile/live/0132_1.m3u8$订阅源
四川卫视,http://118.122.189.74:9901/tsfile/live/0123_1.m3u8$订阅源
四川卫视,http://118.122.189.74:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
深圳卫视,http://116.1.184.67:8181/tsfile/live/0126_2.m3u8$订阅源
深圳卫视,http://1.199.235.116:9901/tsfile/live/0126_1.m3u8$订阅源
深圳卫视,http://113.57.111.4:1111/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
深圳卫视,http://113.57.111.4:1111/tsfile/live/1023_1.m3u8$订阅源
深圳卫视,http://113.15.185.150:8181/tsfile/live/0126_1.m3u8$订阅源
深圳卫视,http://171.117.241.88:9901/tsfile/live/0126_1.m3u8$订阅源
深圳卫视,http://219.145.93.74:9999/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
深圳卫视,http://219.145.93.74:9999/tsfile/live/0142_1.m3u8$订阅源
深圳卫视,http://221.199.193.3:9901/tsfile/live/0126_1.m3u8$订阅源
深圳卫视,http://183.66.15.146:60901/tsfile/live/0126_1.m3u8$订阅源
深圳卫视,http://144.52.160.109:9901/tsfile/live/1053_1.m3u8$订阅源
深圳卫视,http://60.187.244.54:9901/tsfile/live/0126_1.m3u8$订阅源
深圳卫视,http://113.15.184.196:8181/tsfile/live/0126_1.m3u8$订阅源
深圳卫视,http://59.48.75.130:3052/tsfile/live/0123_1.m3u8$订阅源
深圳卫视,http://59.48.75.130:3052/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
三沙卫视,http://116.1.184.67:8181/tsfile/live/1038_1.m3u8$订阅源
天津卫视,http://116.1.184.67:8181/tsfile/live/0135_1.m3u8$订阅源
天津卫视,http://1.199.235.116:9901/tsfile/live/0135_1.m3u8$订阅源
天津卫视,http://113.57.111.4:1111/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
天津卫视,http://113.57.111.4:1111/tsfile/live/1024_1.m3u8$订阅源
天津卫视,http://113.15.185.150:8181/tsfile/live/0135_1.m3u8$订阅源
天津卫视,http://171.117.241.88:9901/tsfile/live/0135_1.m3u8$订阅源
天津卫视,http://221.199.193.3:9901/tsfile/live/0135_1.m3u8$订阅源
天津卫视,http://112.46.85.60:8009/hls/44/index.m3u8$订阅源
天津卫视,http://183.66.15.146:60901/tsfile/live/0135_1.m3u8$订阅源
天津卫视,http://60.187.244.54:9901/tsfile/live/0135_1.m3u8$订阅源
天津卫视,http://113.15.184.196:8181/tsfile/live/0135_1.m3u8$订阅源
天津卫视,http://59.48.75.130:3052/tsfile/live/0116_1.m3u8$订阅源
天津卫视,http://59.48.75.130:3052/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
天津卫视,http://119.62.80.45:9901/tsfile/live/0135_1.m3u8$订阅源
天津卫视,http://113.140.86.162:8009/hls/44/index.m3u8$订阅源
西藏卫视,http://61.243.161.199:9901/tsfile/live/1063_1.m3u8$订阅源
西藏卫视,http://116.1.184.67:8181/tsfile/live/0116_2.m3u8$订阅源
西藏卫视,http://101.19.84.8:9901/tsfile/live/0111_1.m3u8$订阅源
西藏卫视,http://113.15.185.150:8181/tsfile/live/0111_1.m3u8$订阅源
西藏卫视,http://221.199.193.3:9901/tsfile/live/0111_1.m3u8$订阅源
西藏卫视,http://183.66.15.146:60901/tsfile/live/0111_1.m3u8$订阅源
西藏卫视,http://163.177.122.75:9901/tsfile/live/1064_1.m3u8$订阅源
西藏卫视,http://113.15.184.196:8181/tsfile/live/0111_1.m3u8$订阅源
西藏卫视,http://59.48.75.130:3052/tsfile/live/0109_1.m3u8$订阅源
西藏卫视,http://118.122.189.74:9901/tsfile/live/0111_1.m3u8$订阅源
西藏卫视,http://118.122.189.74:9901/tsfile/live/0111_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
西藏卫视,http://101.65.33.225:9901/tsfile/live/0111_1.m3u8$订阅源
西藏卫视,http://219.159.194.252:8181/tsfile/live/0111_1.m3u8$订阅源
西藏卫视,http://112.101.78.50:9901/tsfile/live/0111_1.m3u8$订阅源
西藏卫视,http://112.101.78.50:9901/tsfile/live/0111_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
新疆卫视,http://61.243.161.199:9901/tsfile/live/1061_1.m3u8$订阅源
新疆卫视,http://116.1.184.67:8181/tsfile/live/0110_1.m3u8$订阅源
新疆卫视,http://106.124.91.222:9901/tsfile/live/21212_1.m3u8$订阅源
新疆卫视,http://1.199.235.116:9901/tsfile/live/0110_1.m3u8$订阅源
新疆卫视,http://144.52.160.109:9901/tsfile/live/1050_1.m3u8$订阅源
新疆卫视,http://59.48.75.130:3052/tsfile/live/1004_1.m3u8$订阅源
新疆卫视,http://123.163.114.115:9901/tsfile/live/0110_1.m3u8$订阅源
新疆卫视,http://118.122.189.74:9901/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
新疆卫视,http://118.122.189.74:9901/tsfile/live/0110_1.m3u8$订阅源
新疆卫视,http://61.156.228.12:8154/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
新疆卫视,http://61.156.228.12:8154/tsfile/live/0110_1.m3u8$订阅源
新疆卫视,http://123.182.210.159:9901/tsfile/live/0110_1.m3u8$订阅源
新疆卫视,http://112.234.21.109:9901/tsfile/live/0110_1.m3u8$订阅源
新疆卫视,http://1.197.81.30:9901/tsfile/live/0110_1.m3u8$订阅源
新疆卫视,http://222.169.85.8:9901/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
云南卫视,http://61.243.161.199:9901/tsfile/live/1055_1.m3u8$订阅源
云南卫视,http://116.1.184.67:8181/tsfile/live/0119_1.m3u8$订阅源
云南卫视,http://101.19.84.8:9901/tsfile/live/0126_1.m3u8$订阅源
云南卫视,http://115.48.63.5:9901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
云南卫视,http://113.15.185.150:8181/tsfile/live/0119_1.m3u8$订阅源
云南卫视,http://221.199.193.3:9901/tsfile/live/0119_1.m3u8$订阅源
云南卫视,http://144.52.160.109:9901/tsfile/live/1051_1.m3u8$订阅源
云南卫视,http://60.187.244.54:9901/tsfile/live/1000_1.m3u8$订阅源
云南卫视,http://113.15.184.196:8181/tsfile/live/0119_1.m3u8$订阅源
云南卫视,http://59.48.75.130:3052/tsfile/live/0116_2.m3u8$订阅源
云南卫视,http://123.163.114.115:9901/tsfile/live/0119_1.m3u8$订阅源
云南卫视,http://61.136.67.238:50085/tsfile/live/0119_1.m3u8$订阅源
云南卫视,http://61.136.67.238:50085/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
云南卫视,http://101.65.33.225:9901/tsfile/live/0110_1.m3u8$订阅源
云南卫视,http://1.197.81.30:9901/tsfile/live/0119_1.m3u8$订阅源

☘️广东频道,#genre#
广东体育,http://113.15.185.150:8181/tsfile/live/1001_1.m3u8$订阅源
广东体育,http://163.177.122.75:9901/tsfile/live/1004_1.m3u8$订阅源
广东体育,http://113.15.184.196:8181/tsfile/live/1001_1.m3u8$订阅源
广东体育,http://219.159.194.252:8181/tsfile/live/1001_1.m3u8$订阅源
广东新闻,http://163.177.122.75:9901/tsfile/live/1002_1.m3u8$订阅源
广东新闻,http://113.15.184.196:8181/tsfile/live/1007_1.m3u8$订阅源
广东新闻,http://219.159.194.252:8181/tsfile/live/1007_1.m3u8$订阅源
广东卫视,http://z.b.bkpcp.top/m.php?id=gdws$订阅源
广东卫视,http://116.1.184.67:8181/tsfile/live/0125_1.m3u8$订阅源
广东卫视,http://116.1.184.67:8181/tsfile/live/0125_2.m3u8$订阅源
广东卫视,http://1.199.235.116:9901/tsfile/live/0125_1.m3u8$订阅源
广东卫视,http://115.48.63.5:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
广东卫视,http://113.57.111.4:1111/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
广东卫视,http://113.57.111.4:1111/tsfile/live/1022_1.m3u8$订阅源
广东卫视,http://113.15.185.150:8181/tsfile/live/0125_1.m3u8$订阅源
广东卫视,http://171.117.241.88:9901/tsfile/live/0125_1.m3u8$订阅源
广东卫视,http://219.145.93.74:9999/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
广东卫视,http://219.145.93.74:9999/tsfile/live/1006_1.m3u8$订阅源
广东卫视,http://221.199.193.3:9901/tsfile/live/0125_1.m3u8$订阅源
广东卫视,http://183.66.15.146:60901/tsfile/live/0125_1.m3u8$订阅源
广东卫视,http://144.52.160.109:9901/tsfile/live/1033_1.m3u8$订阅源
广东卫视,http://60.187.244.54:9901/tsfile/live/0125_1.m3u8$订阅源
大湾区卫视,http://hms3652nc3747353878.live.aikan.miguvideo.com/wh7f454c46tw4272855364_342168527/migu/kailu/dawanquws/211204/20231020/01.m3u8?msisdn=a5fd36f310c1199e87e722953f630b4f&Channel_ID=0119_04102000-99000_400300000040002&client_ip=223.104.119.101&timestamp=20241223133007&ContentId=265218882&timezone=UTC&netType=Cellular&clientType=Android&zjAppVersion=915&zjClientId=fa8369c0be5431ec&mtv_session=3da7ad5fac110cda1e2ef525afd4a066&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=f9d8249873223ef6135b1fe3cb84bd41$订阅源
广州综合,http://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=c8dbe86d6f86eb1a21999ab479fd5667&txTime=18d3c4690e8$订阅源
广州综合,http://tencentplaygzrb01.gztv.com/live/zonghes.m3u8$订阅源
广州影视,http://tencentplay.gztv.com/live/yingshi.m3u8?txSecret=1bd3a1082ab5b89f48c1bff9a3760da4&txTime=18d57929bd4$订阅源
广州影视,http://tencentplaygzrb01.gztv.com/live/yingshi.m3u8$订阅源
广州竞赛,http://tencentplaygzrb01.gztv.com/live/jingsai.m3u8$订阅源
深圳卫视,http://116.1.184.67:8181/tsfile/live/0126_2.m3u8$订阅源
深圳卫视,http://1.199.235.116:9901/tsfile/live/0126_1.m3u8$订阅源
深圳卫视,http://113.57.111.4:1111/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
深圳卫视,http://113.57.111.4:1111/tsfile/live/1023_1.m3u8$订阅源
深圳卫视,http://113.15.185.150:8181/tsfile/live/0126_1.m3u8$订阅源
深圳卫视,http://171.117.241.88:9901/tsfile/live/0126_1.m3u8$订阅源
深圳卫视,http://219.145.93.74:9999/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
深圳卫视,http://219.145.93.74:9999/tsfile/live/0142_1.m3u8$订阅源
深圳卫视,http://221.199.193.3:9901/tsfile/live/0126_1.m3u8$订阅源
深圳卫视,http://183.66.15.146:60901/tsfile/live/0126_1.m3u8$订阅源
深圳卫视,http://144.52.160.109:9901/tsfile/live/1053_1.m3u8$订阅源
深圳卫视,http://60.187.244.54:9901/tsfile/live/0126_1.m3u8$订阅源
深圳卫视,http://113.15.184.196:8181/tsfile/live/0126_1.m3u8$订阅源
深圳卫视,http://59.48.75.130:3052/tsfile/live/0123_1.m3u8$订阅源
深圳卫视,http://59.48.75.130:3052/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源

🌊港·澳·台,#genre#
翡翠台,https://cdn.iptv8k.top/dl/jrys.php?id=3&time=20240926215313&ip=111.229.253.40$订阅源
凤凰中文,https://k44991.kylintv.tv/live/pxna_iphone.m3u8$订阅源
凤凰中文,http://202.168.187.208:9089/tsfile/live/1009_1.m3u8$订阅源
凤凰资讯,https://k44991.kylintv.tv/live/pxinhd_iphone.m3u8$订阅源
TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/chunklist1.m3u8$订阅源
TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/chunklist1.m3u8?$订阅源
TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/chunklist0.m3u8$订阅源
TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/playlist.m3u8$订阅源
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/playlist.m3u8$订阅源
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist1.m3u8$订阅源
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/playlist.m3u8?$订阅源
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist0.m3u8$订阅源
纬来体育,https://cdn.iptv8k.top/dl/jrys.php?id=291&time=20240926215313&ip=111.229.253.40$订阅源
纬来体育,https://cdn.iptv8k.top/dl/jrys.php?id=292&time=20240926215313&ip=111.229.253.40$订阅源
东森综合,https://cdn.iptv8k.top/dl/jrys.php?id=220&time=20240926215313&ip=111.229.253.40$订阅源
东森综合,https://cdn.iptv8k.top/dl/jrys.php?id=221&time=20240926215313&ip=111.229.253.40$订阅源
东森超视,https://cdn.iptv8k.top/dl/jrys.php?id=216&time=20240926215313&ip=111.229.253.40$订阅源
东森超视,https://cdn.iptv8k.top/dl/jrys.php?id=217&time=20240926215313&ip=111.229.253.40$订阅源
东森超视,http://38.64.72.148:80/hls/modn/list/2013/chunklist0.m3u8$订阅源
东森超视,http://38.64.72.148:80/hls/modn/list/2013/chunklist1.m3u8$订阅源

🎬电影频道,#genre#
CHC家庭影院,https://www.freetv.top/migu/644368373.m3u8?migutoken=b9d9d0ba0208e949cf0736455b86290b2d1d2ff4727f523b7117dde6eb883cb4582c5ce1519685e57d54bfb562057c10a00dde58bb674d8600fd2d918b8cb440294e083e7b8f19e0dbcc9250d8$订阅源
CHC家庭影院,http://hms184nc1972679574.live.aikan.miguvideo.com/wh7f454c46tw1587902162_1768667353/wd_r3/cnr/chcjtyy/3000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250&timestamp=20230816073737&ContentId=265667645&timezone=UTC&mtv_session=1e2626f9fa52e9ed0b3e629dab7d7ad3&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=950d3a482d21f43d77d58540bfd2cbad$订阅源
CHC家庭影院,http://110.53.52.63:8888/newlive/live/hls/51/live.m3u8$订阅源
CHC动作电影,https://www.freetv.top/migu/644368714.m3u8?migutoken=2e48d18419793654f347e8ca29e0028ce9f3eaaa7a108b006304178b8f790f34908f8a09bbb8f4b8b8abcf36e2341f1043dde8719cf4927fcd0dcde4667f8b91e68e820314791d9b70452862c9$订阅源
CHC动作电影,http://61.243.161.199:9901/tsfile/live/1101_1.m3u8$订阅源
CHC动作电影,http://116.1.184.67:8181/tsfile/live/1063_1.m3u8$订阅源
CHC动作电影,http://113.15.185.150:8181/tsfile/live/1019_1.m3u8$订阅源
CHC动作电影,http://113.15.184.196:8181/tsfile/live/1019_1.m3u8$订阅源
CHC动作电影,http://219.159.194.252:8181/tsfile/live/1019_1.m3u8$订阅源
CHC动作电影,http://113.236.31.149:9901/tsfile/live/1101_1.m3u8$订阅源
经典电影,http://116.1.184.67:8181/tsfile/live/1088_1.m3u8$订阅源
经典电影,http://113.15.185.150:8181/tsfile/live/1008_1.m3u8$订阅源
经典电影,http://183.66.15.146:60901/tsfile/live/0111_2.m3u8$订阅源
经典电影,http://144.52.160.109:9901/tsfile/live/1075_1.m3u8$订阅源
经典电影,http://113.15.184.196:8181/tsfile/live/1008_1.m3u8$订阅源
经典电影,http://59.48.75.130:3052/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
经典电影,http://59.48.75.130:3052/tsfile/live/1001_1.m3u8?key=tvbox6_com&playlive=1&authid=0$订阅源
经典电影,http://219.159.194.252:8181/tsfile/live/1008_1.m3u8$订阅源
星空卫视,http://218.202.220.2:5000/nn_live.ts?id=STARTV$订阅源
东森超视,https://cdn.iptv8k.top/dl/jrys.php?id=216&time=20240926215313&ip=111.229.253.40$订阅源
东森超视,https://cdn.iptv8k.top/dl/jrys.php?id=217&time=20240926215313&ip=111.229.253.40$订阅源
东森超视,http://38.64.72.148:80/hls/modn/list/2013/chunklist0.m3u8$订阅源
东森超视,http://38.64.72.148:80/hls/modn/list/2013/chunklist1.m3u8$订阅源

🎥咪咕直播,#genre#

🏀体育频道,#genre#
CCTV-5,http://219.159.91.10:9901/tsfile/live/0005_1.m3u8$订阅源
CCTV-5,http://219.128.121.202:59901/tsfile/live/1004_1.m3u8$订阅源
CCTV-5,http://219.128.121.202:59901/tsfile/live/1004_1.m3u8?key=txiptv$订阅源
CCTV-5,http://z.b.bkpcp.top/m.php?id=cctv5$订阅源
CCTV-5,http://61.243.161.199:9901/tsfile/live/1004_1.m3u8$订阅源
CCTV-5,http://101.19.84.8:9901/tsfile/live/0005_1.m3u8$订阅源
CCTV-5,http://1.199.235.116:9901/tsfile/live/0005_1.m3u8$订阅源
CCTV-5,http://113.57.111.4:1111/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-5,http://113.57.111.4:1111/tsfile/live/1004_1.m3u8$订阅源
CCTV-5,http://113.15.185.150:8181/tsfile/live/0005_1.m3u8$订阅源
CCTV-5,http://171.117.241.88:9901/tsfile/live/0005_1.m3u8$订阅源
CCTV-5,http://219.145.93.74:9999/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-5,http://219.145.93.74:9999/tsfile/live/0005_1.m3u8$订阅源
CCTV-5,http://221.199.193.3:9901/tsfile/live/1001_1.m3u8$订阅源
CCTV-5,http://112.46.85.60:8009/hls/503/index.m3u8$订阅源
CCTV-5+,http://219.128.121.202:59901/tsfile/live/1005_1.m3u8$订阅源
CCTV-5+,http://z.b.bkpcp.top/m.php?id=cctv5p$订阅源
CCTV-5+,http://61.243.161.199:9901/tsfile/live/1015_1.m3u8$订阅源
CCTV-5+,http://116.1.184.67:8181/tsfile/live/0016_1.m3u8$订阅源
CCTV-5+,http://101.19.84.8:9901/tsfile/live/0016_1.m3u8$订阅源
CCTV-5+,http://113.15.185.150:8181/tsfile/live/0016_1.m3u8$订阅源
CCTV-5+,http://221.199.193.3:9901/tsfile/live/1002_1.m3u8$订阅源
CCTV-5+,http://144.52.160.109:9901/tsfile/live/1005_1.m3u8$订阅源
CCTV-5+,http://113.15.184.196:8181/tsfile/live/0016_1.m3u8$订阅源
CCTV-5+,http://220.170.241.204:9901/tsfile/live/0016_1.m3u8$订阅源
CCTV-5+,http://hms184nc1972679574.live.aikan.miguvideo.com/wh7f454c46tw4035956330_-1197773273/wd_r2/cctv/cctv5plusnew/2500/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=112.45.97.120&timestamp=20230208130700&ContentId=265106763&timezone=UTC&mtv_session=b1d7170ccd660150baa2e9435d787064&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=dfe2cfbc447ddc224a226f33be3d0f39$订阅源
CCTV-5+,http://61.156.228.12:8154/tsfile/live/0016_1.m3u8$订阅源
CCTV-5+,http://1.30.24.181:9901/tsfile/live/0016_1.m3u8$订阅源
CCTV-5+,http://222.169.85.8:9901/tsfile/live/0116_1.m3u8$订阅源
CCTV-5+,http://219.159.194.252:8181/tsfile/live/0016_1.m3u8$订阅源
广东体育,http://113.15.185.150:8181/tsfile/live/1001_1.m3u8$订阅源
广东体育,http://163.177.122.75:9901/tsfile/live/1004_1.m3u8$订阅源
广东体育,http://113.15.184.196:8181/tsfile/live/1001_1.m3u8$订阅源
广东体育,http://219.159.194.252:8181/tsfile/live/1001_1.m3u8$订阅源
纬来体育,https://cdn.iptv8k.top/dl/jrys.php?id=291&time=20240926215313&ip=111.229.253.40$订阅源
纬来体育,https://cdn.iptv8k.top/dl/jrys.php?id=292&time=20240926215313&ip=111.229.253.40$订阅源
劲爆体育,http://z.b.bkpcp.top/m.php?id=jbty$订阅源
广州竞赛,http://tencentplaygzrb01.gztv.com/live/jingsai.m3u8$订阅源
辽宁体育,http://61.243.161.199:9901/tsfile/live/1023_1.m3u8$订阅源
辽宁体育,http://113.236.31.149:9901/tsfile/live/1023_1.m3u8$订阅源
山东体育,http://144.52.160.109:9901/tsfile/live/1024_1.m3u8$订阅源
山东体育,http://61.156.228.12:8154/tsfile/live/1006_1.m3u8$订阅源
山东体育,http://112.234.21.109:9901/tsfile/live/0001_2.m3u8$订阅源
风云足球,http://61.243.161.199:9901/tsfile/live/1122_1.m3u8$订阅源
风云足球,http://113.57.111.4:1111/tsfile/live/1033_1.m3u8$订阅源
